Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
610: location: (839,21), direction: NORTH, sum: 27
611: location: (839,10), direction: NORTH, sum: 27
612: location: (838,854), direction: SOUTH, sum: 27
613: location: (838,146), direction: NORTH, sum: 27
614: location: (837,971), direction: WEST, sum: 27
615: location: (837,738), direction: SOUTH, sum: 27
616: location: (837,311), direction: WEST, sum: 27
617: location: (837,277), direction: EAST, sum: 27
618: location: (836,668), direction: WEST, sum: 27
619: location: (835,759), direction: EAST, sum: 27
620: location: (835,667), direction: EAST, sum: 27
621: location: (835,646), direction: EAST, sum: 27
622: location: (835,527), direction: WEST, sum: 27
623: location: (835,503), direction: NORTH, sum: 27
624: location: (834,674), direction: SOUTH, sum: 27
625: location: (834,647), direction: WEST, sum: 27
626: location: (834,529), direction: EAST, sum: 27
627: location: (833,721), direction: EAST, sum: 27
628: location: (833,604), direction: SOUTH, sum: 27
629: location: (833,195), direction: NORTH, sum: 27
630: location: (833,102), direction: NORTH, sum: 27
631: location: (832,722), direction: WEST, sum: 27
632: location: (832,439), direction: SOUTH, sum: 27
633: location: (832,196), direction: SOUTH, sum: 27
634: location: (832,194), direction: EAST, sum: 27
635: location: (832,187), direction: NORTH, sum: 27
636: location: (832,101), direction: SOUTH, sum: 27
637: location: (831,721), direction: EAST, sum: 27
638: location: (831,659), direction: SOUTH, sum: 27
639: location: (831,188), direction: SOUTH, sum: 27
640: location: (830,957), direction: NORTH, sum: 27
641: location: (830,821), direction: WEST, sum: 27
642: location: (830,722), direction: SOUTH, sum: 27
643: location: (830,488), direction: WEST, sum: 27
644: location: (830,79), direction: NORTH, sum: 27
645: location: (829,616), direction: EAST, sum: 27
646: location: (829,487), direction: EAST, sum: 27
647: location: (829,444), direction: NORTH, sum: 27
648: location: (828,986), direction: NORTH, sum: 27
649: location: (828,617), direction: SOUTH, sum: 27
650: location: (828,488), direction: WEST, sum: 27
651: location: (828,115), direction: NORTH, sum: 27
652: location: (828,98), direction: NORTH, sum: 27
653: location: (828,17), direction: NORTH, sum: 27
654: location: (827,925), direction: WEST, sum: 27
655: location: (827,777), direction: WEST, sum: 27
656: location: (827,439), direction: NORTH, sum: 27
657: location: (827,171), direction: NORTH, sum: 27
658: location: (827,169), direction: EAST, sum: 27
659: location: (827,99), direction: NORTH, sum: 27
660: location: (827,97), direction: EAST, sum: 27
661: location: (826,886), direction: NORTH, sum: 27
662: location: (826,440), direction: WEST, sum: 27
663: location: (826,187), direction: SOUTH, sum: 27
664: location: (826,170), direction: SOUTH, sum: 27
665: location: (826,101), direction: NORTH, sum: 27
666: location: (826,98), direction: SOUTH, sum: 27
667: location: (825,868), direction: WEST, sum: 27
668: location: (825,735), direction: NORTH, sum: 27
669: location: (825,733), direction: SOUTH, sum: 27
670: location: (825,108), direction: WEST, sum: 27
671: location: (825,100), direction: EAST, sum: 27
672: location: (825,85), direction: SOUTH, sum: 27
673: location: (824,663), direction: SOUTH, sum: 27
674: location: (824,355), direction: EAST, sum: 27
675: location: (824,101), direction: WEST, sum: 27
676: location: (824,32), direction: NORTH, sum: 27
677: location: (823,716), direction: WEST, sum: 27
678: location: (823,642), direction: NORTH, sum: 27
679: location: (823,379), direction: SOUTH, sum: 27
680: location: (823,343), direction: EAST, sum: 27
681: location: (822,930), direction: SOUTH, sum: 27
682: location: (822,665), direction: EAST, sum: 27
683: location: (822,643), direction: SOUTH, sum: 27
684: location: (822,173), direction: WEST, sum: 27
685: location: (822,114), direction: SOUTH, sum: 27
686: location: (821,800), direction: NORTH, sum: 27
687: location: (821,778), direction: EAST, sum: 27
688: location: (820,857), direction: SOUTH, sum: 27
689: location: (820,821), direction: EAST, sum: 27
690: location: (820,799), direction: EAST, sum: 27
691: location: (820,583), direction: WEST, sum: 27
692: location: (820,293), direction: SOUTH, sum: 27
693: location: (820,235), direction: NORTH, sum: 27
694: location: (819,766), direction: WEST, sum: 27
695: location: (819,341), direction: WEST, sum: 27
696: location: (819,234), direction: SOUTH, sum: 27
697: location: (818,417), direction: NORTH, sum: 27
698: location: (817,916), direction: WEST, sum: 27
699: location: (817,523), direction: WEST, sum: 27
700: location: (816,915), direction: EAST, sum: 27
701: location: (816,522), direction: EAST, sum: 27
702: location: (816,515), direction: SOUTH, sum: 27
703: location: (816,75), direction: WEST, sum: 27
704: location: (815,971), direction: NORTH, sum: 27
705: location: (815,831), direction: WEST, sum: 27
706: location: (815,532), direction: EAST, sum: 27
707: location: (815,475), direction: NORTH, sum: 27
708: location: (815,125), direction: WEST, sum: 27
709: location: (814,971), direction: WEST, sum: 27
710: location: (814,594), direction: WEST, sum: 27
711: location: (814,327), direction: EAST, sum: 27
712: location: (814,153), direction: EAST, sum: 27
713: location: (814,144), direction: EAST, sum: 27
714: location: (813,882), direction: NORTH, sum: 27
715: location: (813,750), direction: WEST, sum: 27
716: location: (813,679), direction: WEST, sum: 27
717: location: (813,328), direction: SOUTH, sum: 27
718: location: (813,281), direction: NORTH, sum: 27
719: location: (812,908), direction: NORTH, sum: 27
720: location: (812,883), direction: SOUTH, sum: 27
721: location: (812,716), direction: EAST, sum: 27
722: location: (812,547), direction: WEST, sum: 27
723: location: (812,342), direction: NORTH, sum: 27
724: location: (812,282), direction: SOUTH, sum: 27
725: location: (811,909), direction: WEST, sum: 27
726: location: (811,813), direction: SOUTH, sum: 27
727: location: (810,910), direction: NORTH, sum: 27
728: location: (810,840), direction: EAST, sum: 27
729: location: (810,536), direction: EAST, sum: 27
730: location: (810,390), direction: EAST, sum: 27
731: location: (810,19), direction: NORTH, sum: 27
732: location: (809,455), direction: EAST, sum: 27
733: location: (809,417), direction: EAST, sum: 27
734: location: (809,383), direction: NORTH, sum: 27
735: location: (808,994), direction: SOUTH, sum: 27
736: location: (808,900), direction: NORTH, sum: 27
737: location: (808,711), direction: SOUTH, sum: 27
738: location: (808,654), direction: EAST, sum: 27
739: location: (808,381), direction: NORTH, sum: 27
740: location: (808,62), direction: NORTH, sum: 27
741: location: (807,901), direction: WEST, sum: 27
742: location: (807,655), direction: WEST, sum: 27
743: location: (807,557), direction: SOUTH, sum: 27
744: location: (807,492), direction: WEST, sum: 27
745: location: (807,426), direction: WEST, sum: 27
746: location: (807,355), direction: NORTH, sum: 27
747: location: (807,158), direction: EAST, sum: 27
748: location: (807,20), direction: NORTH, sum: 27
749: location: (806,811), direction: EAST, sum: 27
750: location: (806,523), direction: NORTH, sum: 27
751: location: (806,110), direction: NORTH, sum: 27
752: location: (806,21), direction: SOUTH, sum: 27
753: location: (806,19), direction: EAST, sum: 27
754: location: (805,492), direction: EAST, sum: 27
755: location: (805,262), direction: SOUTH, sum: 27
756: location: (805,260), direction: NORTH, sum: 27
757: location: (805,137), direction: NORTH, sum: 27
758: location: (805,124), direction: WEST, sum: 27
759: location: (805,103), direction: WEST, sum: 27
760: location: (805,93), direction: NORTH, sum: 27
761: location: (804,493), direction: SOUTH, sum: 27
762: location: (803,755), direction: WEST, sum: 27
763: location: (802,817), direction: NORTH, sum: 27
764: location: (802,815), direction: SOUTH, sum: 27
765: location: (802,741), direction: WEST, sum: 27
766: location: (802,255), direction: EAST, sum: 27
767: location: (802,83), direction: SOUTH, sum: 27
768: location: (801,517), direction: WEST, sum: 27
769: location: (801,256), direction: WEST, sum: 27
770: location: (801,166), direction: NORTH, sum: 27
771: location: (800,793), direction: SOUTH, sum: 27
772: location: (800,516), direction: SOUTH, sum: 27
773: location: (800,500), direction: NORTH, sum: 27
774: location: (800,416), direction: NORTH, sum: 27
775: location: (800,255), direction: SOUTH, sum: 27
776: location: (799,794), direction: EAST, sum: 27
777: location: (798,884), direction: SOUTH, sum: 27
778: location: (798,468), direction: SOUTH, sum: 27
779: location: (798,107), direction: EAST, sum: 27
780: location: (798,31), direction: WEST, sum: 27
781: location: (797,521), direction: WEST, sum: 27
782: location: (796,629), direction: WEST, sum: 27
783: location: (796,520), direction: SOUTH, sum: 27
784: location: (796,6), direction: EAST, sum: 27
785: location: (795,684), direction: NORTH, sum: 27
786: location: (795,628), direction: SOUTH, sum: 27
787: location: (795,179), direction: NORTH, sum: 27
788: location: (795,173), direction: WEST, sum: 27
789: location: (794,916), direction: EAST, sum: 27
790: location: (794,757), direction: NORTH, sum: 27
791: location: (794,549), direction: SOUTH, sum: 27
792: location: (794,389), direction: NORTH, sum: 27
793: location: (794,180), direction: WEST, sum: 27
794: location: (794,44), direction: NORTH, sum: 27
795: location: (794,6), direction: WEST, sum: 27
796: location: (793,952), direction: SOUTH, sum: 27
797: location: (793,734), direction: WEST, sum: 27
798: location: (792,968), direction: SOUTH, sum: 27
799: location: (791,96), direction: NORTH, sum: 27
800: location: (790,607), direction: WEST, sum: 27
801: location: (790,180), direction: SOUTH, sum: 27
802: location: (790,97), direction: SOUTH, sum: 27
803: location: (789,904), direction: WEST, sum: 27
804: location: (789,624), direction: EAST, sum: 27
805: location: (788,44), direction: WEST, sum: 27
806: location: (787,752), direction: EAST, sum: 27
807: location: (787,205), direction: NORTH, sum: 27
808: location: (786,882), direction: EAST, sum: 27
809: location: (785,976), direction: SOUTH, sum: 27
810: location: (785,883), direction: WEST, sum: 27
811: location: (785,634), direction: NORTH, sum: 27
812: location: (784,633), direction: SOUTH, sum: 27
813: location: (784,360), direction: SOUTH, sum: 27
814: location: (784,183), direction: EAST, sum: 27
815: location: (783,626), direction: SOUTH, sum: 27
816: location: (783,284), direction: SOUTH, sum: 27
817: location: (782,871), direction: SOUTH, sum: 27
818: location: (782,780), direction: WEST, sum: 27
819: location: (782,553), direction: SOUTH, sum: 27
820: location: (782,402), direction: WEST, sum: 27
821: location: (782,104), direction: NORTH, sum: 27
822: location: (782,1), direction: WEST, sum: 27
823: location: (781,857), direction: NORTH, sum: 27
824: location: (781,464), direction: EAST, sum: 27
825: location: (781,401), direction: EAST, sum: 27
826: location: (781,58), direction: NORTH, sum: 27
827: location: (780,979), direction: SOUTH, sum: 27
828: location: (780,403), direction: EAST, sum: 27
829: location: (780,241), direction: WEST, sum: 27
830: location: (780,57), direction: SOUTH, sum: 27
831: location: (779,876), direction: WEST, sum: 27
832: location: (778,891), direction: NORTH, sum: 27
833: location: (778,875), direction: NORTH, sum: 27
834: location: (778,821), direction: SOUTH, sum: 27
835: location: (778,682), direction: SOUTH, sum: 27
836: location: (778,545), direction: NORTH, sum: 27
837: location: (778,492), direction: EAST, sum: 27
838: location: (778,65), direction: EAST, sum: 27
839: location: (777,581), direction: NORTH, sum: 27
840: location: (777,308), direction: EAST, sum: 27
841: location: (777,66), direction: SOUTH, sum: 27
842: location: (776,429), direction: WEST, sum: 27
843: location: (776,162), direction: NORTH, sum: 27
844: location: (775,863), direction: SOUTH, sum: 27
845: location: (775,770), direction: EAST, sum: 27
846: location: (775,533), direction: WEST, sum: 27
847: location: (775,438), direction: NORTH, sum: 27
848: location: (775,322), direction: WEST, sum: 27
849: location: (774,437), direction: EAST, sum: 27
850: location: (774,321), direction: SOUTH, sum: 27
851: location: (773,650), direction: EAST, sum: 27
852: location: (773,533), direction: EAST, sum: 27
853: location: (773,456), direction: WEST, sum: 27
854: location: (772,570), direction: SOUTH, sum: 27
855: location: (772,376), direction: WEST, sum: 27
856: location: (771,795), direction: SOUTH, sum: 27
857: location: (771,602), direction: EAST, sum: 27
858: location: (771,456), direction: EAST, sum: 27
859: location: (771,375), direction: EAST, sum: 27
860: location: (771,144), direction: NORTH, sum: 27
861: location: (770,913), direction: SOUTH, sum: 27
862: location: (770,911), direction: NORTH, sum: 27
863: location: (770,804), direction: EAST, sum: 27
864: location: (770,567), direction: EAST, sum: 27
865: location: (770,536), direction: WEST, sum: 27
866: location: (770,488), direction: NORTH, sum: 27
867: location: (770,457), direction: WEST, sum: 27
868: location: (770,1), direction: SOUTH, sum: 27
869: location: (769,952), direction: NORTH, sum: 27
870: location: (769,910), direction: SOUTH, sum: 27
871: location: (769,680), direction: EAST, sum: 27
872: location: (769,130), direction: EAST, sum: 27
873: location: (769,77), direction: EAST, sum: 27
874: location: (768,951), direction: EAST, sum: 27
875: location: (768,918), direction: NORTH, sum: 27
876: location: (768,861), direction: WEST, sum: 27
877: location: (768,607), direction: EAST, sum: 27
878: location: (768,291), direction: WEST, sum: 27
